Mwai_Kibaki	Daniel_Moi
Tadeusz_Kościuszko	George_Gordon_Byron
Tadeusz_Kościuszko	Thomas_Jefferson
Ashley_Tisdale	Vanessa_Hudgens
Ashley_Tisdale	Britney_Spears
Ashley_Tisdale	Christina_Aguilera
Ashley_Tisdale	Pink
Ashley_Tisdale	Zac_Efron
Ashley_Tisdale	Elton_John
Karl_Ferdinand_Braun	Guglielmo_Marconi
Kaligula	Tyberiusz
Laozi	Konfucjusz
Nicolas_Sarkozy	Condoleezza_Rice
Nicolas_Sarkozy	Ségolène_Royal
Nicolas_Sarkozy	François_Fillon
Nicolas_Sarkozy	François_Bayrou
Nicolas_Sarkozy	Janez_Janša
Nicolas_Sarkozy	Alain_Juppé
Nicolas_Sarkozy	Luiz_Inácio_Lula_da_Silva
Nicolas_Sarkozy	Jacques_Chirac
Leon_XIII	Pius_X
Leon_XIII	Pius_IX
Flawiusz_Honoriusz	Teodozjusz_I_Wielki
B.B._King	Frank_Sinatra
Tom_Selleck	Natalie_Wood
Tom_Selleck	Mae_West
Tom_Selleck	Farrah_Fawcett
Tom_Selleck	Courteney_Cox
Tom_Selleck	Harrison_Ford
Viggo_Mortensen	Sigmund_Freud
Mary_Steenburgen	Meryl_Streep
Duffy	Britney_Spears
Liam_Neeson	Oskar_Schindler
Liam_Neeson	Elżbieta_II
Liam_Neeson	Natasha_Richardson
Kliment_Woroszyłow	Leonid_Breżniew
Kliment_Woroszyłow	Ławrientij_Beria
Kliment_Woroszyłow	Michaił_Tuchaczewski
Kliment_Woroszyłow	Wojciech_Jaruzelski
Kliment_Woroszyłow	Wiaczesław_Mołotow
Kliment_Woroszyłow	Michaił_Kalinin
Kliment_Woroszyłow	Józef_Stalin
Andy_Schleck	Alberto_Contador
Salman_Rushdie	Ruhollah_Chomeini
Godfrey_Harold_Hardy	Srinivasa_Ramanujan
Isaiah_Berlin	Max_Weber
Isaiah_Berlin	John_Stuart_Mill
Isaiah_Berlin	Herbert_Spencer
Isaiah_Berlin	Alexis_de_Tocqueville
Ellen_Burstyn	Diane_Keaton
Ellen_Burstyn	Maggie_Smith
Heath_Ledger	Colin_Farrell
Heath_Ledger	Javier_Bardem
Heath_Ledger	Johnny_Depp
Heath_Ledger	Naomi_Watts
Heath_Ledger	Jude_Law
Ramzan_Kadyrow	Anna_Politkowska
Mauricio_Funes	Rafael_Correa
Mauricio_Funes	Hugo_Chávez
Mauricio_Funes	Michelle_Bachelet
Mauricio_Funes	Antonio_Saca
Mauricio_Funes	Luiz_Inácio_Lula_da_Silva
Mauricio_Funes	Felipe_González
Max_Weber	Auguste_Comte
Matt_LeBlanc	Alanis_Morissette
Frédéric_Passy	Henri_Dunant
Alfons_XII_Burbon	Alfons_XIII_Hiszpański
Edward_Starszy	Alfred_Wielki
Yves_Montand	Édith_Piaf
Michael_Balzary	Patti_Smith
Michael_Balzary	Dizzy_Gillespie
Michael_Balzary	Jimmy_Page
Michael_Balzary	Johnny_Cash
Michael_Balzary	John_Coltrane
Michael_Balzary	John_Frusciante
Michael_Balzary	Slash
Michael_Balzary	Jewel
Michael_Balzary	David_Bowie
Michael_Balzary	Charlie_Parker
Michael_Balzary	Tori_Amos
Michael_Balzary	Mick_Jagger
Michael_Balzary	Louis_Armstrong
Michael_Balzary	Miles_Davis
Michael_Balzary	Jimi_Hendrix
Michael_Balzary	Red_Hot_Chili_Peppers
Michael_Balzary	Alanis_Morissette
Michael_Owen	Wayne_Rooney
Michael_Owen	Ronaldo
Annie_Lennox	Céline_Dion
Annie_Lennox	Sting
Annie_Lennox	Pink
Annie_Lennox	Shakira
Kurt_Waldheim	Thomas_Klestil
Kurt_Waldheim	U_Thant
Kurt_Waldheim	Javier_Pérez_de_Cuéllar
Baszar_al-Assad	Hafiz_al-Assad
Baszar_al-Assad	Mosze_Kacaw
Maria_II_(królowa_Portugalii)	Michał_I_Uzurpator
Tennessee_Williams	Marlon_Brando
Tennessee_Williams	Vivien_Leigh
Tennessee_Williams	Elia_Kazan
Tennessee_Williams	Elizabeth_Taylor
Epikur	Demokryt
Heinz_Fischer	Thomas_Klestil
Will.i.am	Justin_Timberlake
Will.i.am	Britney_Spears
Will.i.am	Sting
Will.i.am	Ricky_Martin
Will.i.am	Stevie_Wonder
Will.i.am	Michael_Jackson
Will.i.am	Cheryl_Cole
Will.i.am	Nicki_Minaj
Will.i.am	Usher
Will.i.am	Nicole_Scherzinger
James_Mason	Gustaw_Flaubert
James_Mason	Erwin_Rommel
Michael_Douglas	Sharon_Stone
Roland_Barthes	Bertolt_Brecht
Roland_Barthes	François_Mitterrand
Roland_Barthes	Karol_Marks
Roland_Barthes	André_Gide
Roland_Barthes	Ferdinand_de_Saussure
Haruki_Murakami	Francis_Scott_Fitzgerald
Haruki_Murakami	Truman_Capote
Napoleon_III_Bonaparte	Ludwik_Filip
Napoleon_III_Bonaparte	Ludwik_XVIII
Napoleon_III_Bonaparte	Karol_Marks
Napoleon_III_Bonaparte	Victor_Hugo
Napoleon_III_Bonaparte	Charles-Maurice_de_Talleyrand-Périgord
Napoleon_III_Bonaparte	Napoleon_Bonaparte
Napoleon_III_Bonaparte	Napoleon_Bonaparte
Wiaczesław_Mołotow	Aleksiej_Rykow
Wiaczesław_Mołotow	Józef_Stalin
Iris_Murdoch	Platon
Helen_Hunt	Frances_McDormand
Helen_Hunt	Gwyneth_Paltrow
Lionel_Richie	Diana_Ross
Karol_VII_Walezjusz	Neil_Patrick_Harris
Karol_VII_Walezjusz	Karol_VI_Szalony
Karol_VII_Walezjusz	John_Malkovich
Karol_VII_Walezjusz	Joanna_d'Arc
Ringo_Starr	John_Lennon
Ringo_Starr	George_Harrison
Steven_Gerrard	Sami_Hyypiä
Steven_Gerrard	Kevin_Keegan
Steven_Gerrard	Zinedine_Zidane
Steven_Gerrard	Clint_Dempsey
Shahar_Peer	Marion_Bartoli
Shahar_Peer	Anna_Czakwetadze
Shahar_Peer	Samantha_Stosur
Siemion_Timoszenko	Józef_Stalin
Arthur_Holly_Compton	Enrico_Fermi
Jacques_Villeneuve	Jenson_Button
Jacques_Villeneuve	Michael_Schumacher
Jacques_Villeneuve	Gilles_Villeneuve
Jacques_Villeneuve	Mario_Andretti
Christine_Lagarde	François_Fillon
Thomas_Mann	Arthur_Schopenhauer
Thomas_Mann	Gotthold_Ephraim_Lessing
Thomas_Mann	Fiodor_Dostojewski
Thomas_Mann	Joseph_Conrad
Thomas_Mann	Edgar_Allan_Poe
Thomas_Mann	Harry_Mulisch
Thomas_Mann	Richard_Wagner
Thomas_Mann	Marcin_Luter
Thomas_Mann	Heinrich_Mann
Thomas_Mann	Carl_Gustav_Jung
Thomas_Mann	Sigmund_Freud
Alberto_Fujimori	Alan_García_Pérez
Isabelle_Adjani	Emily_Brontë
Isabelle_Adjani	Catherine_Deneuve
Isabelle_Adjani	François_Truffaut
Wilhelm,_książę_Cambridge	Henryk_z_Walii
Wilhelm,_książę_Cambridge	Maria_Teck
Wilhelm,_książę_Cambridge	Elżbieta_Bowes-Lyon
Wilhelm,_książę_Cambridge	Jerzy_VI_Windsor
George_Herman_Ruth	Michael_Jordan
Lionel_Jospin	Jean-Pierre_Raffarin
Lionel_Jospin	François_Mitterrand
Lionel_Jospin	Alain_Juppé
Lionel_Jospin	Jean-Marie_Le_Pen
Billie_Joe_Armstrong	Iggy_Pop
Billie_Joe_Armstrong	Mike_Dirnt
Billie_Joe_Armstrong	Tré_Cool
Heinrich_Himmler	Wilhelm_Frick
Heinrich_Himmler	Bernard_Law_Montgomery
Heinrich_Himmler	Adolf_Hitler
Virginia_Woolf	Henry_James
Gerard_Piqué	Alex_Ferguson
Willard_Libby	Ernest_Rutherford
Catherine_Deneuve	Luis_Buñuel
Catherine_Deneuve	Marcello_Mastroianni
Catherine_Deneuve	Roman_Polański
Harold_Macmillan	Edward_Heath
Harold_Macmillan	Alec_Douglas-Home
Harold_Macmillan	Anthony_Eden
Harold_Macmillan	Winston_Churchill
Justine_Henin	Kim_Clijsters
Justine_Henin	Serena_Williams
Justine_Henin	Maria_Szarapowa
Justine_Henin	Andre_Agassi
Justine_Henin	Swietłana_Kuzniecowa
Justine_Henin	Nicole_Vaidišová
Justine_Henin	Caroline_Wozniacki
Justine_Henin	Anna_Kurnikowa
Justine_Henin	Nadieżda_Pietrowa
Justine_Henin	Shahar_Peer
Justine_Henin	Venus_Williams
Justine_Henin	Zheng_Jie
Justine_Henin	Jelena_Janković
Justine_Henin	Anna_Czakwetadze
Justine_Henin	Ana_Ivanović
Justine_Henin	Steffi_Graf
Justine_Henin	Jelena_Diemientjewa
Justine_Henin	Daniela_Hantuchová
Justine_Henin	Dinara_Safina
Justine_Henin	Marion_Bartoli
Justine_Henin	Patty_Schnyder
Justine_Henin	Céline_Dion
Justine_Henin	Amélie_Mauresmo
Justine_Henin	Samantha_Stosur
Justine_Henin	Andy_Roddick
Ehud_Olmert	Szymon_Peres
Ehud_Olmert	Ariel_Szaron
Ehud_Olmert	Ehud_Barak
Ehud_Olmert	Mosze_Kacaw
Ehud_Olmert	Beniamin_Netanjahu
Ehud_Olmert	Cypi_Liwni
Ehud_Olmert	Menachem_Begin
Ehud_Olmert	George_W._Bush
Mary_McAleese	Mary_Robinson
John_Edwards	Hillary_Rodham_Clinton
John_Edwards	Dick_Cheney
John_Edwards	George_W._Bush
John_Edwards	Barack_Obama
John_Edwards	Joe_Biden
Jacques_Derrida	Roland_Barthes
Charles_Gates_Dawes	Charles_Curtis
Charles_Gates_Dawes	Calvin_Coolidge
Kaká	Michel_Platini
Kaká	Silvio_Berlusconi
Kaká	Johan_Cruijff
Max_Planck	Max_von_Laue
Max_Planck	Albert_Einstein
Diana_Krall	Frank_Sinatra
Diana_Krall	Henry_Mancini
Diana_Krall	Nat_King_Cole
Diana_Krall	Céline_Dion
Piotr_I_Wielki	Iwan_V_Romanow
Piotr_I_Wielki	Katarzyna_I
Daniel_Day-Lewis	Franz_Kafka
Daniel_Day-Lewis	Jeremy_Irons
Daniel_Day-Lewis	Dustin_Hoffman
Daniel_Day-Lewis	Isabelle_Adjani
Daniel_Day-Lewis	Forest_Whitaker
Daniel_Day-Lewis	Sean_Penn
Janis_Joplin	Odetta_Holmes
Max_Bruch	Mojżesz
Thomas_Jefferson	Alexander_Hamilton
Thomas_Jefferson	George_Washington
Thomas_Jefferson	James_Madison
Thomas_Jefferson	Benjamin_Franklin
Thomas_Jefferson	John_Adams
William_Henry_Harrison	John_Tyler
William_Henry_Harrison	Martin_Van_Buren
Jack_Kerouac	William_S._Burroughs
Jack_Kerouac	Gore_Vidal
Jack_Kerouac	Allen_Ginsberg
Tarja_Turunen	Friedrich_Schiller
Henryk_I_Beauclerc	Henryk_II_Plantagenet
Steven_Tyler	Liv_Tyler
Steven_Tyler	Aerosmith
Henri_Poincaré	Albert_Einstein
Henri_Poincaré	Grigorij_Perelman
Anna_z_Kleve	Katarzyna_Howard
Fryderyk_VII	Fryderyk_V_Oldenburg
Fryderyk_VII	Chrystian_VI_Oldenburg
Fryderyk_VII	Chrystian_IX
Fryderyk_VII	Chrystian_VIII_Oldenburg
Edward_Teller	George_Gamow
Edward_Teller	Enrico_Fermi
Krzysztof_Kolumb	Amerigo_Vespucci
Krzysztof_Kolumb	Arystoteles
Krzysztof_Kolumb	Vasco_da_Gama
Krzysztof_Kolumb	Bartolomé_de_Las_Casas
Brandon_Flowers	Morrissey
William_Blake	Rembrandt
William_Blake	John_Milton
John_Ronald_Reuel_Tolkien	Christopher_Tolkien
John_Ronald_Reuel_Tolkien	Arystofanes
John_Ronald_Reuel_Tolkien	Clive_Staples_Lewis
Alicia_Keys	Usher
Alicia_Keys	Jennifer_Hudson
Alicia_Keys	Whitney_Houston
Alicia_Keys	Scarlett_Johansson
Marcin_Luter	Leon_X
Marcin_Luter	Filip_Melanchton
Grigorij_Rasputin	Christopher_Lee
Miles_Davis	Dizzy_Gillespie
Miles_Davis	John_Coltrane
Miles_Davis	Prince
Miles_Davis	Charles_Mingus
Miles_Davis	Charlie_Parker
Miles_Davis	Jimi_Hendrix
Miles_Davis	James_Brown
Carla_Bruni	Yves_Saint-Laurent
Carla_Bruni	Mick_Jagger
Girija_Prasad_Koirala	Gyanendra_Bir_Bikram_Shah_Dev
Maria_Skłodowska-Curie	Albert_Einstein
Maria_Skłodowska-Curie	Irène_Joliot-Curie
Maria_Skłodowska-Curie	Frédéric_Joliot-Curie
Maria_Skłodowska-Curie	Frederick_Sanger
Maria_Skłodowska-Curie	Linus_Pauling
Zin_Al-Abidin_Ben_Ali	Habib_Burgiba
Edgar_Allan_Poe	Ralph_Waldo_Emerson
Edgar_Allan_Poe	Arthur_Conan_Doyle
Edgar_Allan_Poe	Aldous_Huxley
Tony_Curtis	Jamie_Lee_Curtis
Tony_Curtis	Harry_Houdini
Karol_II_Stuart	Oliver_Cromwell
Karol_II_Stuart	Robert_Boyle
Karol_II_Stuart	Karol_I_Stuart
Karol_II_Stuart	Jakub_I_Stuart
Karol_II_Stuart	Jakub_II_Stuart
Karol_II_Stuart	Isaac_Newton
Karol_II_Stuart	Henryk_IV_Burbon
Shawn_Michaels	Triple_H
Franz_Brentano	Kartezjusz
Václav_Havel	Edmund_Husserl
Václav_Havel	Tomáš_Masaryk
Václav_Havel	Zygmunt_Bauman
Václav_Havel	Horst_Köhler
Václav_Havel	Martin_Heidegger
Václav_Havel	Václav_Klaus
Václav_Havel	Jan_Paweł_II
Václav_Havel	Samuel_Beckett
Emerson_Ferreira_da_Rosa	Fabio_Capello
Emerson_Ferreira_da_Rosa	Fabio_Cannavaro
Haile_Selassie_I	Bob_Marley
Haile_Selassie_I	Wiktor_Emanuel_III
Franciszek_II_Walezjusz	Karol_IX_Walezjusz
Franciszek_II_Walezjusz	Franciszek_I_Walezjusz
Franciszek_II_Walezjusz	Henryk_II_Walezjusz
Franciszek_II_Walezjusz	Katarzyna_Medycejska
François_Truffaut	Isabelle_Adjani
François_Truffaut	Catherine_Deneuve
François_Truffaut	Julie_Christie
François_Truffaut	Claude_Jade
Erazm_z_Rotterdamu	Arystoteles
Erazm_z_Rotterdamu	Cyceron
Erazm_z_Rotterdamu	Paweł_III_(papież)
Erazm_z_Rotterdamu	Orygenes
Mary_Robinson	Éamon_de_Valera
Mary_Robinson	Mary_McAleese
Mary_Robinson	Patrick_Hillery
Álvaro_Uribe	Juan_Manuel_Santos
Sharon_Stone	Sylvester_Stallone
Sharon_Stone	Kim_Basinger
Elia_Kazan	Marlon_Brando
Bamir_Topi	Alfred_Moisiu
Aleksander_Sołżenicyn	Dmitrij_Miedwiediew
Sacha_Baron_Cohen	Shaquille_O'Neal
Sacha_Baron_Cohen	Donald_Trump
Sacha_Baron_Cohen	Buzz_Aldrin
Sacha_Baron_Cohen	Noam_Chomsky
Sacha_Baron_Cohen	Gore_Vidal
Sacha_Baron_Cohen	Boutros_Boutros-Ghali
Sacha_Baron_Cohen	David_Beckham
Fryderyk_V_(palatyn_reński)	Ferdynand_II_Habsburg
Fryderyk_V_(palatyn_reński)	Kartezjusz
Klemens_XII	Benedykt_XIV
Syd_Barrett	David_Gilmour
Maria_Szarapowa	Maria_Kirilenko
Maria_Szarapowa	Kim_Clijsters
Maria_Szarapowa	Shahar_Peer
Maria_Szarapowa	Venus_Williams
Maria_Szarapowa	Zheng_Jie
Maria_Szarapowa	Serena_Williams
Maria_Szarapowa	Jelena_Janković
Maria_Szarapowa	Swietłana_Kuzniecowa
Maria_Szarapowa	Ana_Ivanović
Maria_Szarapowa	Jelena_Diemientjewa
Maria_Szarapowa	Daniela_Hantuchová
Maria_Szarapowa	Caroline_Wozniacki
Maria_Szarapowa	Patty_Schnyder
Maria_Szarapowa	Justine_Henin
Maria_Szarapowa	Amélie_Mauresmo
Maria_Szarapowa	Samantha_Stosur
Tycho_Brahe	Johannes_Kepler
Claus_Schenk_Graf_von_Stauffenberg	Adolf_Hitler
Benjamin_Disraeli	Alec_Guinness
Benjamin_Disraeli	William_Ewart_Gladstone
Ramsay_MacDonald	Stanley_Baldwin
Ramsay_MacDonald	Neville_Chamberlain
Boris_Becker	Steffi_Graf
Pablo_Picasso	Georges_Braque
Leon_I_(papież)	Jezus_Chrystus
Leon_I_(papież)	Augustyn_z_Hippony
Leon_I_(papież)	Benedykt_XIV
Eduardo_da_Silva	Artur_Boruc
Robert_II_Stewart	Robert_III_Stewart
Al_Gore	Bill_Clinton
Al_Gore	Dan_Quayle
Al_Gore	Dick_Cheney
Al_Gore	George_W._Bush
Jacques_Brel	Paul_Gauguin
Karol_IX_Walezjusz	Franciszek_II_Walezjusz
Karol_IX_Walezjusz	Henryk_II_Walezjusz
Karol_IX_Walezjusz	Henryk_III_Walezy
Karol_IX_Walezjusz	Franciszek_I_Walezjusz
Karol_IX_Walezjusz	Katarzyna_Medycejska
Diane_Kruger	Dennis_Hopper
Charles_Warren_Fairbanks	Theodore_Roosevelt
Julie_Christie	Kate_Winslet
Julie_Christie	Julie_Andrews
Julie_Christie	Elizabeth_Taylor
Julie_Christie	Audrey_Hepburn
Julie_Christie	Helen_Mirren
José_Mujica	Tabare_Vazquez
Karol_II_Habsburg	Ferdynand_III_Habsburg
Karol_II_Habsburg	Karol_V_Habsburg
Karol_II_Habsburg	Maksymilian_II_Habsburg
Karol_II_Habsburg	Filip_IV_Habsburg
Karol_II_Habsburg	Wilhelm_III_Orański
Karol_II_Habsburg	Leopold_I_Habsburg
Karol_II_Habsburg	Ferdynand_II_Habsburg
Karol_II_Habsburg	Ludwik_XIV
Augustyn_z_Hippony	Arystoteles
Augustyn_z_Hippony	Tomasz_z_Akwinu
Augustyn_z_Hippony	Piotr_Abelard
Augustyn_z_Hippony	Innocenty_III
Augustyn_z_Hippony	Cyceron
Augustyn_z_Hippony	Benedykt_XVI
Olivia_de_Havilland	Margaret_Mitchell
Olivia_de_Havilland	Gloria_Swanson
Olivia_de_Havilland	Joan_Crawford
Spiro_T._Agnew	Gerald_Ford
Spiro_T._Agnew	Bob_Dole
Spiro_T._Agnew	Hubert_Humphrey
Alfred_Moisiu	Bamir_Topi
Innocenty_X	Jules_Mazarin
Innocenty_X	Aleksander_VII
Innocenty_X	Diego_Velázquez
Innocenty_X	Urban_VIII
François_Boucher	Madame_Pompadour
François_Boucher	Denis_Diderot
François_Boucher	Jacques-Louis_David
François_Boucher	Madame_Pompadour
Hokusai_Katsushika	Claude_Monet
Edward_Heath	Mao_Zedong
Edward_Heath	Harold_Wilson
Edward_Heath	Margaret_Thatcher
Edward_Heath	Alec_Douglas-Home
Danny_Glover	Jonathan_Rhys-Meyers
Danny_Glover	Hugo_Chávez
Pierre_Boulez	Georges_Pompidou
Eratostenes	Homer
Wergiliusz	Jezus_Chrystus
Maria_Teck	Jerzy_V
Édith_Piaf	Yves_Montand
Rihanna	Britney_Spears
Rihanna	Timbaland
Rihanna	Nicole_Scherzinger
Rihanna	Jay-Z
Rihanna	Justin_Timberlake
Rihanna	Taio_Cruz
Rihanna	Whitney_Houston
Rihanna	Katy_Perry
Rihanna	Kanye_West
Rihanna	Eminem
Rihanna	David_Guetta
Eryk_Pomorski	Małgorzata_I
Eryk_Pomorski	Zygmunt_Luksemburski
Leonhard_Euler	Paul_Erdős
Leonhard_Euler	Wergiliusz
Leonhard_Euler	Kartezjusz
Leonhard_Euler	Euklides
Leonhard_Euler	Fryderyk_II_Wielki
Leonhard_Euler	Denis_Diderot
Leonhard_Euler	Katarzyna_I
Raymond_Barre	Pierre_Mauroy
Raymond_Barre	Jacques_Chirac
Augustyn_I	Antonio_López_de_Santa_Anna
Martin_Van_Buren	William_Henry_Harrison
Martin_Van_Buren	James_Polk
Martin_Van_Buren	Andrew_Jackson
Gerd_Müller	Franz_Beckenbauer
Zhang_Yimou	Mao_Zedong
Zhang_Yimou	Czang_Kaj-szek
Alan_Shepard	Virgil_Grissom
Franciszek_Ksawery	Grzegorz_XV
Franciszek_Ksawery	Pius_XI
Franciszek_z_Asyżu	Innocenty_III
Franciszek_z_Asyżu	Mahomet
Franciszek_z_Asyżu	Dante_Alighieri
Franciszek_z_Asyżu	Cimabue
Franciszek_z_Asyżu	Jan_Paweł_II
Franciszek_z_Asyżu	Caravaggio
Lewis_Hamilton	Jenson_Button
Lewis_Hamilton	Heikki_Kovalainen
Lewis_Hamilton	Fernando_Alonso
Lewis_Hamilton	Nicole_Scherzinger
Katy_Perry	Britney_Spears
Katy_Perry	Rihanna
Katy_Perry	Timbaland
Katy_Perry	Kanye_West
Katy_Perry	Alanis_Morissette
Katy_Perry	Snoop_Dogg
Katy_Perry	Kate_Hudson
Katy_Perry	Joni_Mitchell
Katy_Perry	Avril_Lavigne
Snoop_Dogg	Justin_Timberlake
Snoop_Dogg	Timbaland
Snoop_Dogg	Marilyn_Manson
Snoop_Dogg	Ice_Cube
Snoop_Dogg	Dr._Dre
Snoop_Dogg	Tupac_Shakur
Snoop_Dogg	Katy_Perry
Snoop_Dogg	Red_Hot_Chili_Peppers
Snoop_Dogg	David_Guetta
Alessandro_Manzoni	Giuseppe_Verdi
Édouard_Balladur	Pierre_Bérégovoy
Édouard_Balladur	Nicolas_Sarkozy
Édouard_Balladur	François_Mitterrand
Édouard_Balladur	François_Fillon
Édouard_Balladur	François_Bayrou
Édouard_Balladur	Alain_Juppé
Liv_Tyler	Tom_Hanks
Liv_Tyler	Bernardo_Bertolucci
Liv_Tyler	Robert_Altman
Liv_Tyler	Aerosmith
Stanley_Baldwin	Jerzy_V
Stanley_Baldwin	Austen_Chamberlain
Stanley_Baldwin	Neville_Chamberlain
Stanley_Baldwin	Ramsay_MacDonald
Stanley_Baldwin	Anthony_Eden
Stanley_Baldwin	Winston_Churchill
Konrad_III_Hohenstauf	Fryderyk_I_Barbarossa
Konrad_III_Hohenstauf	Otto_IV
Alessandro_Del_Piero	Pelé
Alessandro_Del_Piero	Dino_Zoff
Alessandro_Del_Piero	Didier_Deschamps
Alessandro_Del_Piero	Fabio_Capello
Tsung-Dao_Lee	Chen_Ning_Yang
Ehud_Barak	Bill_Clinton
Ehud_Barak	Szymon_Peres
Ehud_Barak	Beniamin_Netanjahu
Ehud_Barak	Madeleine_Albright
Ehud_Barak	Ariel_Szaron
Ehud_Barak	Condoleezza_Rice
Ehud_Barak	Icchak_Rabin
Carlos_Tévez	Javier_Mascherano
Friedrich_Hölderlin	Martin_Heidegger
Friedrich_Hölderlin	Hans-Georg_Gadamer
Friedrich_Hölderlin	Thomas_Mann
Friedrich_Hölderlin	Theodor_Adorno
Friedrich_Hölderlin	Rainer_Maria_Rilke
Friedrich_Hölderlin	György_Lukács
Friedrich_Hölderlin	Johann_Wolfgang_von_Goethe
Friedrich_Hölderlin	Friedrich_Schiller
Friedrich_Hölderlin	Heraklit
Friedrich_Hölderlin	Wilhelm_Dilthey
Adolphe_Adam	Théophile_Gautier
Wilhelm_Zdobywca	Edward_Wyznawca
Wilhelm_Zdobywca	Henryk_I_Beauclerc
Ali_Chamenei	Ruhollah_Chomeini
Ali_Chamenei	Ali_Akbar_Haszemi_Rafsandżani
Thomas_Pynchon	J._D._Salinger
Theodor_Herzl	Martin_Buber
Theodor_Herzl	Ehud_Olmert
Theodor_Herzl	Alfred_Dreyfus
Theodor_Herzl	Beniamin_Netanjahu
Theodor_Herzl	Georges_Clemenceau
John_Cleese	Bob_Geldof
John_Cleese	Jamie_Lee_Curtis
John_Cleese	Bono
John_Cleese	Sting
John_Cleese	Peter_Gabriel
Susan_Sarandon	Jessica_Lange
Susan_Sarandon	Frances_McDormand
Susan_Sarandon	Catherine_Deneuve
Susan_Sarandon	Holly_Hunter
Susan_Sarandon	Emma_Thompson
Alex_Ferguson	Alex_Ferguson
Symeon_II	Sergej_Staniszew
Symeon_II	Borys_III
Otto_von_Bismarck	Leo_von_Caprivi
Otto_von_Bismarck	Franciszek_Józef_I
Otto_Skorzeny	Benito_Mussolini
Otto_Skorzeny	Adolf_Hitler
Aleksander_VII	Innocenty_X
Aleksander_VII	Ludwik_XIV
Aleksander_VII	Klemens_IX
Teodozjusz_II_(cesarz_bizantyjski)	Teodozjusz_I_Wielki
Will_Smith	Keanu_Reeves
Will_Smith	Barack_Obama
Will_Smith	Gene_Hackman
Joseph_Schumpeter	Paul_Samuelson
Guy_de_Maupassant	Honoré_de_Balzac
Richard_Nixon	John_Connally
Richard_Nixon	Bill_Clinton
Richard_Nixon	Billy_Graham
Richard_Nixon	Pat_Nixon
Richard_Nixon	Augusto_Pinochet
Richard_Nixon	John_Fitzgerald_Kennedy
Richard_Nixon	Frank_Sinatra
Richard_Nixon	George_H._W._Bush
Richard_Nixon	Spiro_T._Agnew
Richard_Nixon	Ronald_Reagan
Richard_Nixon	Gerald_Ford
Richard_Nixon	Nelson_Rockefeller
Richard_Nixon	Hubert_Humphrey
Richard_Nixon	Dick_Cheney
Richard_Nixon	Charles_de_Gaulle
Richard_Nixon	Lyndon_B._Johnson
Richard_Nixon	Henry_Kissinger
Richard_Nixon	Al_Gore
Richard_Nixon	Giulio_Andreotti
Steven_Spielberg	Drew_Barrymore
Steven_Spielberg	John_Williams
Steven_Spielberg	Tom_Hanks
Steven_Spielberg	Christian_Bale
Henri_Becquerel	Wilhelm_Röntgen
Enrico_Fermi	Lise_Meitner
Enrico_Fermi	Otto_Hahn
Egon_Schiele	Gustav_Klimt
Jacques-Louis_David	Maximilien_de_Robespierre
Jacques-Louis_David	Belizariusz
LeBron_James	Michael_Jordan
Anwar_Sadat	Gamal_Abdel_Naser
Anwar_Sadat	Hosni_Mubarak
Kaspar_Capparoni	Jennifer_Connelly
Kaspar_Capparoni	Luigi_Pirandello
Slash	Duff_McKagan
Slash	Ozzy_Osbourne
Slash	Dave_Grohl
Slash	Stacy_Ferguson
Slash	Iggy_Pop
Slash	Jimi_Hendrix
Slash	Eric_Clapton
Slash	Aerosmith
Karol_III_Hiszpański	Karol_VI_Habsburg
Fryderyk_II_Hohenstauf	Arystoteles
Fryderyk_II_Hohenstauf	Otto_IV
Fryderyk_II_Hohenstauf	Innocenty_III
Beniamin_Netanjahu	Jaser_Arafat
Beniamin_Netanjahu	Szymon_Peres
Beniamin_Netanjahu	Szymon_Peres
Beniamin_Netanjahu	Madeleine_Albright
Beniamin_Netanjahu	Ariel_Szaron
Beniamin_Netanjahu	Ehud_Barak
Beniamin_Netanjahu	Ehud_Olmert
Beniamin_Netanjahu	Icchak_Rabin
Beniamin_Netanjahu	Władimir_Putin
Beniamin_Netanjahu	Mahmud_Abbas
Beniamin_Netanjahu	Barack_Obama
Anatole_France	Erik_Axel_Karlfeldt
Anatole_France	André_Gide
Anatole_France	Marcel_Proust
Anatole_France	Aldous_Huxley
Sylvia_Plath	Gwyneth_Paltrow
Ursula_K._Le_Guin	Hayao_Miyazaki
Sun_Myung_Moon	Jezus_Chrystus
Bronisław_Komorowski	Lech_Kaczyński
Bronisław_Komorowski	Wojciech_Jaruzelski
Bronisław_Komorowski	Andrzej_Wajda
Bronisław_Komorowski	Nicolas_Sarkozy
Bronisław_Komorowski	Lech_Wałęsa
Wole_Soyinka	Adolf_Hitler
Franz_Marc	Wassily_Kandinsky
Didier_Deschamps	Pelé
Sarah_Bernhardt	Gustave_Doré
Sarah_Bernhardt	Alfons_Mucha
Robert_Pirès	Pelé
Joe_Satriani	Steve_Vai
Joe_Satriani	Kirk_Hammett
Joe_Satriani	Yngwie_Malmsteen
Fiodor_III_Romanow	Iwan_V_Romanow
Piotr_Kropotkin	Franz_Kafka
Piotr_Kropotkin	Richard_Dawkins
Rembrandt	Michał_Anioł
Rembrandt	Tycjan
Leonid_Kuczma	Wiktor_Juszczenko
Edmund_Husserl	Martin_Heidegger
Edmund_Husserl	Jean-Paul_Sartre
Edmund_Husserl	Maurice_Merleau-Ponty
