Jacob_Obrecht	Josquin_Des_Prez
Lillian_Gish	Bette_Davis
Lillian_Gish	D.W._Griffith
Lillian_Gish	Mary_Pickford
Cadel_Evans	Fränk_Schleck
Cadel_Evans	Carlos_Sastre
Cadel_Evans	Alberto_Contador
Cadel_Evans	Levi_Leipheimer
Cadel_Evans	Andy_Schleck
Bob_Marley	Bob_Marley
Bob_Marley	Haile_Selassie
Bob_Marley	Eric_Clapton
Lodewijk_XVI_van_Frankrijk	Frans_I_Stefanus_van_het_Heilige_Roomse_Rijk
Lodewijk_XVI_van_Frankrijk	Thomas_Paine
Lodewijk_XVI_van_Frankrijk	Jean-Paul_Marat
Lodewijk_XVI_van_Frankrijk	Jacques_Necker
Lodewijk_XVI_van_Frankrijk	Maximilien_de_Robespierre
Lodewijk_XVI_van_Frankrijk	Georges_Danton
Lodewijk_XVI_van_Frankrijk	Napoleon_Bonaparte
Lodewijk_XVI_van_Frankrijk	Nicolas_de_Condorcet
Robert_Heinlein	Isaac_Asimov
Robert_Heinlein	John_Wayne
Robert_Heinlein	Arthur_C._Clarke
Robert_Heinlein	Dwight_D._Eisenhower
Joseph_Nicéphore_Niépce	Louis_Daguerre
James_Batcheller_Sumner	Theodor_Svedberg
Lucas_Grabeel	Ashley_Tisdale
Lucas_Grabeel	Miley_Cyrus
Lucas_Grabeel	Emily_Osment
James_Watson	Francis_Crick
James_Watson	Andrew_Huxley
James_Watson	Rosalind_Franklin
James_Watson	Alan_Lloyd_Hodgkin
Walter_Raleigh	Elizabeth_I_van_Engeland
Walter_Raleigh	Jacobus_I_van_Engeland
Walter_Raleigh	Francis_Drake
Paus_Innocentius_III	Franciscus_van_Assisi
Paus_Innocentius_III	Paus_Innocentius_XIII
Katharine_Hepburn	Barbra_Streisand
Katharine_Hepburn	Humphrey_Bogart
Katharine_Hepburn	Marlene_Dietrich
Katharine_Hepburn	Claudette_Colbert
Katharine_Hepburn	Howard_Hughes
Katharine_Hepburn	Mae_West
Katharine_Hepburn	Spencer_Tracy
Katharine_Hepburn	Elizabeth_Taylor
Katharine_Hepburn	John_Wayne
Katharine_Hepburn	Tennessee_Williams
Katharine_Hepburn	Meryl_Streep
Katharine_Hepburn	Joseph_L._Mankiewicz
Katharine_Hepburn	Maggie_Smith
Katharine_Hepburn	Joan_Crawford
Katharine_Hepburn	Fred_Astaire
Antonio_Vivaldi_(componist)	Igor_Stravinsky
Antonio_Vivaldi_(componist)	Johann_Sebastian_Bach
Julianus_Apostata	Gore_Vidal
Julianus_Apostata	Constantijn_de_Grote
Julianus_Apostata	Henrik_Ibsen
Wassily_Leontief	Jan_Tinbergen
Wassily_Leontief	Friedrich_von_Hayek
Norman_Borlaug	Willy_Brandt
K.d._lang	Joni_Mitchell
K.d._lang	Neil_Young
K.d._lang	Leonard_Cohen
Patrick_Swayze	John_Travolta
Franklin_Pierce	Jefferson_Davis
Franklin_Pierce	Millard_Fillmore
Franklin_Pierce	James_Buchanan
Walt_Whitman	Ralph_Waldo_Emerson
Walt_Whitman	Homerus
Luigi_Galvani	Alessandro_Volta
Mark_Calaway	Ric_Flair
Mark_Calaway	CM_Punk
Mark_Calaway	Chris_Jericho
Mark_Calaway	Triple_H
Mark_Calaway	Randy_Orton
Mark_Calaway	Vince_McMahon
Mark_Calaway	Shawn_Michaels
Mark_Calaway	Chris_Benoit
Mark_Calaway	Kurt_Angle
Mark_Calaway	John_Cena
Moammar_al-Qadhafi	Ronald_Reagan
Moammar_al-Qadhafi	Tony_Blair
Moammar_al-Qadhafi	Nelson_Mandela
Moammar_al-Qadhafi	Kofi_Annan
Moammar_al-Qadhafi	Gamal_Abdel_Nasser
Moammar_al-Qadhafi	Hugo_Chávez
Moammar_al-Qadhafi	Saddam_Hoessein
Moammar_al-Qadhafi	Habib_Bourguiba
Moammar_al-Qadhafi	Saddam_Hoessein
John_Fenn	William_Standish_Knowles
Mustafa_Kemal_Atatürk	Ismet_Inönü
Trygve_Lie	Dag_Hammarskjöld
Trygve_Lie	Leon_Trotski
Henri_Poincaré	Oscar_II_van_Zweden
Henri_Poincaré	Raymond_Poincaré
Henri_Poincaré	Alfred_Dreyfus
Sergej_Kirov	Lev_Kamenev
Benjamin_Harrison	William_Henry_Harrison
Benjamin_Harrison	William_Sherman
Benjamin_Harrison	Grover_Cleveland
Pythagoras	Aristoteles
Pythagoras	Baruch_Spinoza
Pythagoras	René_Descartes
Pythagoras	Plato
Jens_Lehmann_(voetballer)	Oliver_Kahn
Jens_Lehmann_(voetballer)	Samuel_Eto'o
Tommy_Haas	Guillermo_Cañas
Tommy_Haas	Novak_Đoković
Tommy_Haas	Rafael_Nadal
Tommy_Haas	Pete_Sampras
Tommy_Haas	Robin_Söderling
Tommy_Haas	Andre_Agassi
Tommy_Haas	Roger_Federer
Tommy_Haas	Andy_Roddick
Cyd_Charisse	Janet_Jackson
Cyd_Charisse	Judy_Garland
Cyd_Charisse	Gene_Kelly
Cyd_Charisse	Marilyn_Monroe
Cyd_Charisse	Fred_Astaire
Cyd_Charisse	George_W._Bush
Tzipi_Livni	Benjamin_Netanyahu
Tzipi_Livni	Ehud_Olmert
Tzipi_Livni	Golda_Meïr
Tzipi_Livni	Ariel_Sharon
Stéphane_Mallarmé	Édouard_Manet
Stéphane_Mallarmé	Charles_Baudelaire
Stéphane_Mallarmé	Victor_Hugo
Stéphane_Mallarmé	Edgar_Allan_Poe
Stéphane_Mallarmé	Claude_Debussy
Li_Xiannian	Zhou_Enlai
Park_Ji-sung	Guus_Hiddink
Park_Ji-sung	Alan_Shearer
Park_Ji-sung	Michael_Owen
Mahmoud_Abbas	Bashar_al-Assad
Mahmoud_Abbas	Yasser_Arafat
Mahmoud_Abbas	George_W._Bush
Albert_Einstein	Henri_Poincaré
Albert_Einstein	Niels_Bohr
Albert_Einstein	Hendrik_Lorentz
Albert_Einstein	Bernhard_Riemann
Albert_Einstein	Sigmund_Freud
Albert_Einstein	Paul_Robeson
Albert_Einstein	Werner_Heisenberg
Albert_Einstein	Wilhelm_Ostwald
Albert_Einstein	Bertrand_Russell
Albert_Einstein	Heike_Kamerlingh_Onnes
Albert_Einstein	Robert_Oppenheimer
Albert_Einstein	Johannes_Stark
Albert_Einstein	Adolf_Hitler
Albert_Einstein	Albert_Schweitzer
Albert_Einstein	Wilhelm_Röntgen
Albert_Einstein	Max_Born
Albert_Einstein	Subramanyan_Chandrasekhar
Albert_Einstein	Max_Planck
Albert_Einstein	Hermann_Minkowski
Albert_Einstein	Erwin_Schrödinger
Albert_Einstein	Charles-Édouard_Guillaume
Albert_Einstein	Isaac_Newton
Albert_Einstein	Nikola_Tesla
Albert_Einstein	Pieter_Zeeman
Albert_Einstein	Chaim_Weizmann
Albert_Einstein	James_Clerk_Maxwell
Kirk_Douglas	Lauren_Bacall
Kirk_Douglas	Michael_Douglas
John_Rawls	Isaiah_Berlin
Frederik_Willem_de_Klerk	Yitzchak_Rabin
Frederik_Willem_de_Klerk	Thabo_Mbeki
Frederik_Willem_de_Klerk	Yasser_Arafat
Frederik_Willem_de_Klerk	Shimon_Peres
Frederik_Willem_de_Klerk	Nelson_Mandela
Joe_Biden	Bill_Clinton
Joe_Biden	Jimmy_Carter
Joe_Biden	Dick_Cheney
Joe_Biden	Barack_Obama
Pedro_Álvares_Cabral	Vasco_da_Gama
Pedro_Álvares_Cabral	Ferdinand_Magellaan
Pedro_Álvares_Cabral	Christoffel_Columbus
Pedro_Álvares_Cabral	Bartolomeu_Dias
Sitting_Bull	George_Armstrong_Custer
Sitting_Bull	Buffalo_Bill
Miles_Davis	Dizzy_Gillespie
Miles_Davis	John_Coltrane
Miles_Davis	Prince
Miles_Davis	Duke_Ellington
Miles_Davis	Charles_Mingus
Miles_Davis	Charlie_Parker
Miles_Davis	Louis_Armstrong
Christoph_Willibald_Gluck	Ovidius
Christoph_Willibald_Gluck	Hector_Berlioz
Christoph_Willibald_Gluck	Lodewijk_XVI_van_Frankrijk
Christoph_Willibald_Gluck	Georg_Friedrich_Händel
Christoph_Willibald_Gluck	Marie_Antoinette_van_Oostenrijk
John_Howard	Kevin_Rudd
John_Howard	Osama_bin_Laden
Constantin_Brâncuşi	Marcel_Duchamp
Constantin_Brâncuşi	Amedeo_Modigliani
Constantin_Brâncuşi	Auguste_Rodin
Constantin_Brâncuşi	Henri_Rousseau
Henri_Dunant	Napoleon_III
Henri_Dunant	Frédéric_Passy
Henri_Dunant	Bertha_von_Suttner
Girija_Prasad_Koirala	Gyanendra
Joeri_Andropov	Leonid_Brezjnev
Joeri_Andropov	Konstantin_Tsjernenko
Joeri_Andropov	Imre_Nagy
Joeri_Andropov	Jozef_Stalin
Joeri_Andropov	Michail_Gorbatsjov
Vladimir_Majakovski	Boris_Pasternak
Ashley_Cole	Crystal_Palace_FC
Ashley_Cole	Cheryl_Cole
Titiaan	Karel_V_van_het_Heilige_Roomse_Rijk
Titiaan	Édouard_Manet
Titiaan	Filips_II_van_Spanje
Titiaan	Lucas_Cranach_de_Oude
Titiaan	Johannes_de_Doper
M._Night_Shyamalan	Bruce_Willis
M._Night_Shyamalan	Samuel_L._Jackson
Joan_Sutherland	Georg_Friedrich_Händel
Joan_Sutherland	Maria_Callas
Joan_Sutherland	Georges_Bizet
Joan_Sutherland	Benjamin_Britten
Joan_Sutherland	Luciano_Pavarotti
Joan_Sutherland	Vincenzo_Bellini
Joan_Sutherland	Charles_Gounod
Joan_Sutherland	Gaetano_Donizetti
Joan_Sutherland	Giuseppe_Verdi
Joan_Sutherland	Giacomo_Meyerbeer
Joan_Sutherland	Franz_Lehár
Joan_Sutherland	Wolfgang_Amadeus_Mozart
Joan_Sutherland	Gioacchino_Rossini
Joan_Sutherland	Jacques_Offenbach
Joan_Sutherland	Francis_Poulenc
Joan_Sutherland	Giacomo_Puccini
Joan_Sutherland	Elisabeth_Schwarzkopf
André-Marie_Ampère	James_Clerk_Maxwell
Tommaso_Masaccio	Filippo_Brunelleschi
Tommaso_Masaccio	Giorgio_Vasari
Tommaso_Masaccio	Filippo_Brunelleschi
Tommaso_Masaccio	Sandro_Botticelli
Tommaso_Masaccio	Donatello
Václav_Havel	Franz_Kafka
Václav_Havel	Arnold_Schwarzenegger
Václav_Havel	Václav_Klaus
Václav_Havel	Orson_Welles
Viktor_Tsjernomyrdin	Sjamil_Basajev
Viktor_Tsjernomyrdin	Jegor_Gajdar
Viktor_Tsjernomyrdin	Boris_Jeltsin
Viktor_Tsjernomyrdin	Dmitri_Medvedev
Viktor_Tsjernomyrdin	Vladimir_Poetin
Viktor_Tsjernomyrdin	Viktor_Janoekovytsj
Islom_Karimov	Saparmurat_Niazov
Jean-Marie_Le_Pen	Jacques_Chirac
Jean-Marie_Le_Pen	Lionel_Jospin
Robert_Schuman	Robert_Schumann
François_Truffaut	Andrzej_Wajda
François_Truffaut	Alfred_Hitchcock
François_Truffaut	Catherine_Deneuve
François_Truffaut	Jean-Luc_Godard
François_Truffaut	Steven_Spielberg
George_Paget_Thomson	Clinton_Davisson
George_Paget_Thomson	Victor_Franz_Hess
George_Paget_Thomson	Enrico_Fermi
George_Paget_Thomson	Joseph_John_Thomson
Amanda_Seyfried	Lindsay_Lohan
Amanda_Seyfried	Kristen_Bell
Amanda_Seyfried	Pierce_Brosnan
Amanda_Seyfried	Meryl_Streep
Christiaan_VI_van_Denemarken	Frederik_IV_van_Denemarken
George_Washington_(president)	Alexander_Hamilton
George_Washington_(president)	Abraham_Lincoln
George_Washington_(president)	Thomas_Jefferson
Dwayne_Johnson	Ric_Flair
Dwayne_Johnson	Chris_Jericho
Dwayne_Johnson	Triple_H
Dwayne_Johnson	Randy_Orton
Dwayne_Johnson	Vince_McMahon
Dwayne_Johnson	Shawn_Michaels
Dwayne_Johnson	Chris_Benoit
Dwayne_Johnson	Donald_Trump
Dwayne_Johnson	Kurt_Angle
Dwayne_Johnson	Mark_Calaway
Dwayne_Johnson	John_Cena
Ahmed_Hossam	Ronald_Koeman
Ahmed_Hossam	Didier_Drogba
Ahmed_Hossam	Zlatan_Ibrahimović
Sarah_Jessica_Parker	Matthew_Broderick
Sarah_Jessica_Parker	Robert_Downey_Jr.
Dennis_Ritchie	Ken_Thompson
Shimon_Peres	Benjamin_Netanyahu
Shimon_Peres	Moshe_Katsav
Shimon_Peres	Nelson_Mandela
Shimon_Peres	Ezer_Weizman
Shimon_Peres	Ehud_Barak
Shimon_Peres	Menachem_Begin
Shimon_Peres	Yitzchak_Rabin
Shimon_Peres	Ehud_Olmert
Shimon_Peres	Yasser_Arafat
Shimon_Peres	Tzipi_Livni
Shimon_Peres	Ariel_Sharon
Shimon_Peres	Barack_Obama
Shimon_Peres	Frederik_Willem_de_Klerk
Shimon_Peres	Moshe_Dayan
Michel_Rocard	François_Mitterrand
Michel_Rocard	Édith_Cresson
Michel_Rocard	Jacques_Chirac
Catherine_Ashton	Peter_Mandelson
Hugo_Sánchez	Cuauhtémoc_Blanco
Tony_Blair	Bill_Clinton
Tony_Blair	Gordon_Brown
Tony_Blair	John_Major
Tony_Blair	Peter_Mandelson
Tony_Blair	George_W._Bush
Tony_Blair	Saddam_Hoessein
Ivan_Konev	Georgi_Zjoekov
Hector_Berlioz	Giacomo_Meyerbeer
Hector_Berlioz	Robert_Schumann
Hector_Berlioz	Théophile_Gautier
Hector_Berlioz	William_Shakespeare
Hector_Berlioz	Vergilius
Hector_Berlioz	Richard_Wagner
Hector_Berlioz	William_Shakespeare
Hector_Berlioz	Felix_Mendelssohn_Bartholdy
Hector_Berlioz	Niccolò_Paganini
Hector_Berlioz	Johann_Wolfgang_von_Goethe
Tycho_Brahe	Johannes_Kepler
Tycho_Brahe	Aristoteles
Demi_Lovato	Kelly_Clarkson
Demi_Lovato	Vanessa_Hudgens
Demi_Lovato	Miley_Cyrus
Demi_Lovato	John_Mayer
Demi_Lovato	Christina_Aguilera
Demi_Lovato	Selena_Gomez
Demi_Lovato	Brenda_Song
Demi_Lovato	Ashley_Tisdale
William_Somerset_Maugham	Oscar_Wilde
William_Somerset_Maugham	Paul_Gauguin
William_Somerset_Maugham	Winston_Churchill
William_Somerset_Maugham	Émile_Zola
James_Chadwick	Paul_Dirac
James_Chadwick	Erwin_Schrödinger
James_Chadwick	Victor_Franz_Hess
Anna_Koernikova	Daniela_Hantuchová
Anna_Koernikova	Venus_Williams
Anna_Koernikova	Jim_Carrey
Anna_Koernikova	Serena_Williams
Anna_Koernikova	Jelena_Dementjeva
Anna_Koernikova	Steffi_Graf
Boris_Becker	Pete_Sampras
Boris_Becker	Michael_Stich
Boris_Becker	Ivan_Lendl
Francis_Poulenc	Guillaume_Apollinaire
Francis_Poulenc	Stéphane_Mallarmé
Francis_Poulenc	Claude_Debussy
Ennio_Morricone	Franco_Zeffirelli
Ennio_Morricone	Warren_Beatty
Ennio_Morricone	Bernardo_Bertolucci
Ennio_Morricone	Sergio_Leone
Ennio_Morricone	Bruce_Springsteen
Ennio_Morricone	Wolfgang_Petersen
Ennio_Morricone	Oliver_Stone
Ennio_Morricone	Céline_Dion
Ennio_Morricone	Joan_Baez
Ennio_Morricone	Paul_Anka
David_Hilbert	Albert_Einstein
David_Hilbert	John_von_Neumann
David_Hilbert	Emanuel_Lasker
David_Hilbert	Hermann_Minkowski
Karlheinz_Stockhausen	Paul_Hindemith
Karlheinz_Stockhausen	Igor_Stravinsky
Karlheinz_Stockhausen	Anton_Webern
Karlheinz_Stockhausen	Giuseppe_Verdi
Karlheinz_Stockhausen	Theodor_Adorno
Leslie_Howard	Humphrey_Bogart
Leslie_Howard	Bette_Davis
Leslie_Howard	Winston_Churchill
Eduardo_da_Silva	Ronaldinho
Ilona_Staller	Lodewijk_II_van_Beieren
Ilona_Staller	Jeff_Koons
Tomas_(apostel)	Peter_Paul_Rubens
Otto_II_van_het_Heilige_Roomse_Rijk	Karel_de_Grote
Eugenius_van_Savoye	Karel_VI_van_het_Heilige_Roomse_Rijk
Eugenius_van_Savoye	Karel_II_van_Spanje
Pol_Pot	Hồ_Chí_Minh
Odetta	Pete_Seeger
Odetta	Bob_Dylan
Odetta	Janis_Joplin
Odetta	Joan_Baez
Daniel_Bernoulli	Isaac_Newton
Daniel_Bernoulli	Johan_Bernoulli
Daniel_Bernoulli	Leonhard_Euler
Anton_Webern	Arnold_Schönberg
Anton_Webern	Alban_Berg
Anton_Webern	Pierre_Boulez
Fulgencio_Batista	Che_Guevara
Fulgencio_Batista	Raúl_Castro
Fulgencio_Batista	Fidel_Castro
Asafa_Powell	Usain_Bolt
Asafa_Powell	Justin_Gatlin
Xavi_Hernández	Iker_Casillas
Xavi_Hernández	Humphrey_Bogart
Xavi_Hernández	Fernando_Torres
Xavi_Hernández	Lionel_Messi
António_de_Oliveira_Salazar	Marcello_Caetano
António_de_Oliveira_Salazar	Mobutu_Sese_Seko
Kim_Peek	Dustin_Hoffman
Marcel_Duchamp	Henri_Matisse
Marcel_Duchamp	Wassily_Kandinsky
Marcel_Duchamp	Paul_Cézanne
Lars_von_Trier	Bertolt_Brecht
Juscelino_Kubitschek	Oscar_Niemeyer
Juscelino_Kubitschek	Getúlio_Vargas
Juscelino_Kubitschek	Dwight_D._Eisenhower
Kai_Manne_Börje_Siegbahn	Manne_Siegbahn
Kai_Manne_Börje_Siegbahn	Nico_Bloembergen
Kai_Manne_Börje_Siegbahn	Arthur_Schawlow
Paus_Gregorius_XV	Franciscus_Xaverius
Paus_Gregorius_XV	Ignatius_van_Loyola
Aaron_Ramsey	Abou_Diaby
John_Tyler	William_Henry_Harrison
John_Tyler	James_K._Polk
Brad_Pitt	Frank_Sinatra
Brad_Pitt	Keanu_Reeves
Brad_Pitt	Jennifer_Aniston
Brad_Pitt	Angelina_Jolie
Brad_Pitt	Ötzi
Brad_Pitt	Elvis_Presley
Brad_Pitt	Gwyneth_Paltrow
Martin_Buber	Helmut_Schmidt
Martin_Buber	Richard_von_Weizsäcker
Martin_Buber	Michail_Gorbatsjov
Honoré_de_Balzac	Émile_Zola
Honoré_de_Balzac	Emanuel_Swedenborg
Honoré_de_Balzac	Théophile_Gautier
Honoré_de_Balzac	Anton_Tsjechov
Honoré_de_Balzac	Stendhal
Honoré_de_Balzac	Jessica_Lange
Honoré_de_Balzac	Gustave_Flaubert
Honoré_de_Balzac	Henry_James
Honoré_de_Balzac	Gustave_Courbet
Honoré_de_Balzac	Charles_Baudelaire
Honoré_de_Balzac	Marcel_Proust
Honoré_de_Balzac	Auguste_Rodin
Honoré_de_Balzac	Victor_Hugo
Honoré_de_Balzac	Roland_Barthes
Leonhard_Euler	Elisabeth_van_Rusland
Leonhard_Euler	Vergilius
Leonhard_Euler	Richard_Feynman
Leonhard_Euler	Christiaan_Huygens
Leonhard_Euler	Pierre_de_Fermat
Leonhard_Euler	Voltaire
Leonhard_Euler	Daniel_Bernoulli
Leonhard_Euler	Hermann_von_Helmholtz
Leonhard_Euler	Nicolas_de_Condorcet
Avril_Lavigne	Christina_Aguilera
Avril_Lavigne	Deryck_Whibley
Avril_Lavigne	Alanis_Morissette
Boudewijn_I_van_België	Paus_Johannes_XXIII
Boudewijn_I_van_België	Patrice_Lumumba
Boudewijn_I_van_België	Adolf_Hitler
Andrew_Lloyd_Webber	Sarah_Brightman
Hendrik_II_van_Frankrijk	Maria_I_van_Schotland
Hendrik_II_van_Frankrijk	Filips_II_van_Spanje
Hendrik_II_van_Frankrijk	Karel_V_van_het_Heilige_Roomse_Rijk
Hendrik_II_van_Frankrijk	Catharina_de'_Medici
William_Thomson_(natuurkundige)	Marie_Curie
William_Thomson_(natuurkundige)	Michael_Faraday
William_Thomson_(natuurkundige)	Charles_Darwin
William_Thomson_(natuurkundige)	Isaac_Newton
William_Thomson_(natuurkundige)	Nikola_Tesla
William_Thomson_(natuurkundige)	James_Prescott_Joule
Edmund_Hillary	Elizabeth_II_van_het_Verenigd_Koninkrijk
Edmund_Hillary	Helen_Clark
Sam_Worthington	Christian_Bale
Sam_Worthington	Daniel_Craig
Sam_Worthington	James_Cameron
Sam_Worthington	Liam_Neeson
Sam_Worthington	Pierce_Brosnan
Sam_Worthington	Ralph_Fiennes
Jackson_Pollock	Diego_Rivera
Jackson_Pollock	Ed_Harris
Laura_Bush	Michelle_Obama
Laura_Bush	George_W._Bush
Ana_Ivanović	Maria_Kirilenko
Ana_Ivanović	Kim_Clijsters
Ana_Ivanović	Venus_Williams
Ana_Ivanović	Zheng_Jie
Ana_Ivanović	Serena_Williams
Ana_Ivanović	Jelena_Janković
Ana_Ivanović	Nadja_Petrova
Ana_Ivanović	Svetlana_Koeznetsova
Ana_Ivanović	Daniela_Hantuchová
Ana_Ivanović	Novak_Đoković
Ana_Ivanović	Dinara_Safina
Ana_Ivanović	Maria_Sjarapova
Ana_Ivanović	Anna_Tsjakvetadze
Ana_Ivanović	Patty_Schnyder
Ana_Ivanović	Svetlana_Koeznetsova
Ana_Ivanović	Justine_Henin
Ana_Ivanović	Amélie_Mauresmo
Brigitte_Bardot	Marilyn_Monroe
John_Hennigan	John_Cena
Annette_Bening	Warren_Beatty
Cheryl_Cole	Ashley_Cole
Cheryl_Cole	Will.i.am
Cheryl_Cole	Will.i.am
Debra_Winger	Steve_Martin
Debra_Winger	Holly_Hunter
Debra_Winger	Shirley_MacLaine
Debra_Winger	Rosanna_Arquette
Debra_Winger	Robert_Redford
Debra_Winger	Susan_Sarandon
Debra_Winger	Billy_Crystal
Debra_Winger	Richard_Gere
Debra_Winger	Steven_Spielberg
Debra_Winger	John_Travolta
Toshiro_Mifune	Akira_Kurosawa
Howard_Hawks	Lauren_Bacall
Howard_Hawks	Humphrey_Bogart
Howard_Hawks	Howard_Hughes
Howard_Hawks	Marilyn_Monroe
Howard_Hawks	Al_Capone
Howard_Hawks	Raymond_Chandler
Howard_Hawks	Cary_Grant
Howard_Hawks	Katharine_Hepburn
Howard_Hawks	John_Wayne
Howard_Hawks	William_Faulkner
Howard_Hawks	Rita_Hayworth
Fabian_Cancellara	Davide_Rebellin
Fabian_Cancellara	Andy_Schleck
Elihu_Root	Theodore_Roosevelt
Elihu_Root	William_McKinley
Elihu_Root	Andrew_Carnegie
Philippos_II_van_Macedonië	Alexander_III_de_Grote
John_Wilkes_Booth	Julius_Caesar
John_Wilkes_Booth	Robert_E._Lee
John_Wilkes_Booth	Abraham_Lincoln
Thomas_van_Aquino	Aristoteles
Thomas_van_Aquino	Maimonides
Thomas_van_Aquino	Paus_Innocentius_III
Thomas_van_Aquino	Bertrand_Russell
Thomas_van_Aquino	Paus_Leo_XIII
Thomas_van_Aquino	Albertus_Magnus
Thomas_van_Aquino	Anselmus_van_Canterbury
Sam_Mendes	Kate_Winslet
Sam_Mendes	Rachel_Weisz
Sam_Mendes	Cameron_Diaz
Edmond_Halley	Isaac_Newton
Isabel_Martínez_de_Perón	Raúl_Alfonsín
Isabel_Martínez_de_Perón	Juan_Perón
Stephen_Harper	Vicente_Fox
Stephen_Harper	George_W._Bush
Stephen_Harper	Paul_Martin
Pierre-Auguste_Renoir	Camille_Pissarro
Pierre-Auguste_Renoir	Paul_Cézanne
Pierre-Auguste_Renoir	Claude_Monet
Augustin-Jean_Fresnel	Christiaan_Huygens
Javier_Solana	Catherine_Ashton
James_Dean	Rock_Hudson
James_Dean	Natalie_Wood
James_Dean	André_Gide
James_Dean	Abraham_Lincoln
James_Dean	Paul_Newman
James_Dean	Elizabeth_Taylor
James_Dean	John_Steinbeck
James_Dean	Elia_Kazan
William_Howard_Taft	Herbert_Hoover
William_Howard_Taft	Theodore_Roosevelt
William_Howard_Taft	Calvin_Coolidge
William_Howard_Taft	Elihu_Root
William_Howard_Taft	William_McKinley
William_Howard_Taft	Woodrow_Wilson
William_Howard_Taft	Warren_G._Harding
Carlos_Tévez	Fernando_Torres
Henrik_Ibsen	James_Joyce
Henrik_Ibsen	Bjørnstjerne_Bjørnson
Severus_II	Constantijn_de_Grote
Emiliano_Zapata	Che_Guevara
Emiliano_Zapata	Marlon_Brando
Emiliano_Zapata	Porfirio_Díaz
Emiliano_Zapata	Francisco_I._Madero
Emiliano_Zapata	Peter_Kropotkin
Ralph_Fiennes	Juliette_Binoche
Theodor_Herzl	Wilhelm_II_van_Duitsland
Paus_Innocentius_XIII	Paus_Clemens_XI
Paus_Innocentius_XIII	Paus_Alexander_VIII
Paus_Innocentius_XIII	Paus_Innocentius_XII
Clint_Eastwood	Charlie_Parker
Clint_Eastwood	Sergio_Leone
Henry_Kendall	Jerome_Friedman
Henry_Kendall	Pierre-Gilles_de_Gennes
Thomas_Carlyle	Michel_de_Montaigne
Thomas_Carlyle	John_Stuart_Mill
Kathy_Bates	Jodie_Foster
Willem_IV_van_het_Verenigd_Koninkrijk	Robert_Peel
Willem_IV_van_het_Verenigd_Koninkrijk	Horatio_Nelson
Peter_I_van_Rusland	Catharina_I_van_Rusland
Peter_I_van_Rusland	Peter_II_van_Rusland
Peter_I_van_Rusland	Vladimir_Poetin
Peter_I_van_Rusland	Gabriel_Fahrenheit
Peter_I_van_Rusland	Frederik_I_van_Pruisen
Aaron_Carter	Lindsay_Lohan
Aaron_Carter	Hilary_Duff
Aaron_Carter	Backstreet_Boys
Otto_von_Bismarck	Napoleon_III
Otto_von_Bismarck	Alexander_II_van_Rusland
Otto_von_Bismarck	Wilhelm_II_van_Duitsland
Otto_von_Bismarck	Leo_von_Caprivi
Otto_von_Bismarck	Wilhelm_II_van_Duitsland
Otto_von_Bismarck	Henry_Kissinger
Henry_John_Temple	Charles-Maurice_de_Talleyrand
Otto_Skorzeny	Josip_Broz_Tito
Otto_Skorzeny	Miklós_Horthy
Otto_Skorzeny	Benito_Mussolini
Otto_Skorzeny	Heinrich_Himmler
Otto_Skorzeny	Jozef_Stalin
Alain_Juppé	Nicolas_Sarkozy
Alain_Juppé	Lionel_Jospin
Alain_Juppé	Édouard_Balladur
Alain_Juppé	Jacques_Chirac
Paulus_(apostel)	Petrus
Paulus_(apostel)	Paus_Benedictus_XVI
Paulus_(apostel)	Friedrich_Nietzsche
Yves_Leterme	Leopold_I_van_België
Yves_Leterme	Herman_Van_Rompuy
Yves_Leterme	Guy_Verhofstadt
John_Updike	Isabel_Allende
John_Updike	Milan_Kundera
John_Updike	Iris_Murdoch
John_Updike	Gore_Vidal
John_Updike	Kurt_Vonnegut
John_Updike	Saul_Bellow
Karim_Benzema	José_Mourinho
Karim_Benzema	Cristiano_Ronaldo
Karim_Benzema	Kaká
Karim_Benzema	Zinédine_Zidane
Ólafur_Ragnar_Grímsson	Davíð_Oddsson
Armand_Traoré	Arsène_Wenger
Johann_Winckelmann	Giacomo_Casanova
Johann_Winckelmann	Homerus
Steven_Spielberg	Robert_Zemeckis
Steven_Spielberg	Tom_Hanks
Steven_Spielberg	Tom_Cruise
Steven_Spielberg	Clint_Eastwood
Steven_Spielberg	Harrison_Ford
Steven_Spielberg	Stanley_Kubrick
Steven_Spielberg	Peter_Jackson
Steven_Spielberg	Michael_Crichton
Steven_Spielberg	Abraham_Lincoln
Steven_Spielberg	Oskar_Schindler
Steven_Spielberg	Liam_Neeson
Enrico_Fermi	Clinton_Davisson
Enrico_Fermi	Otto_Hahn
Enrico_Fermi	Niels_Bohr
Enrico_Fermi	Ernest_Lawrence
Enrico_Fermi	Max_Born
Enrico_Fermi	John_von_Neumann
Enrico_Fermi	Willis_Lamb
Enrico_Fermi	George_Paget_Thomson
Helen_Mirren	Elizabeth_I_van_Engeland
Helen_Mirren	Marion_Cotillard
Helen_Mirren	Ivan_Toergenjev
Helen_Mirren	Diana_Spencer
John_Herschel	William_Herschel
Tracy_Chapman	Nelson_Mandela
Paus_Gregorius_XIII	Paus_Paulus_III
Penélope_Cruz	Sophia_Loren
Penélope_Cruz	Tilda_Swinton
Penélope_Cruz	Matt_Damon
